Genome1	Gen1	Start1	End1	Genome2	Gen2	Start2	End2	Info
1	At1g66850	24940648	24940956	1	At1g73780	27747533	27747829	4.9e-16
1	At1g10280	3368741	3366797	1	At1g73810	27758869	27756167	3.1e-78
1	At1g68390	25646501	25649147	1	At1g73810	27758869	27756167	1.8e-82
1	At1g18400	6331457	6333569	1	At1g73830	27763688	27765007	3.4e-63
1	At1g25330	8882005	8880502	1	At1g73830	27763688	27765007	7.5e-36
1	At1g26260	9087201	9089022	1	At1g73830	27763688	27765007	1.0e-24
1	At1g71800	27003268	27005512	1	At1g73840	27769989	27767598	5.1e-15
1	At1g69610	26190617	26193012	1	At1g73850	27771610	27774047	2.2e-16
1	At1g18410	6342453	6336521	1	At1g73860	27779638	27774849	3.4e-312
1	At1g63640	23598802	23592897	1	At1g73860	27779638	27774849	6.7e-177
1	At1g72250	27196564	27201780	1	At1g73860	27779638	27774849	1.7e-93
1	At1g07050	2165132	2164326	1	At1g73870	27782875	27784183	6.0e-19
1	At1g25440	8935271	8933926	1	At1g73870	27782875	27784183	3.8e-58
1	At1g49130	18179604	18178409	1	At1g73870	27782875	27784183	1.2e-43
1	At1g68520	25714412	25712994	1	At1g73870	27782875	27784183	6.2e-54
1	At1g31500	11276515	11273802	1	At1g73875	27784773	27788232	1.4e-21
1	At1g06000	1821801	1820494	1	At1g73880	27788804	27790225	1.2e-91
1	At1g51210	18991477	18992778	1	At1g73880	27788804	27790225	4.3e-104
1	At1g05450	1600003	1601085	1	At1g73890	27792319	27791564	4.1e-12
1	At1g18450	6348192	6351759	1	At1g73910	27792954	27793848	2.0e-58
1	At1g49240	18220207	18221615	1	At1g73910	27792954	27793848	2.0e-20
1	At1g18460	6352675	6355964	1	At1g73920	27794855	27798359	3.3e-280
1	At1g18470	6360050	6356400	1	At1g73950	27808137	27803787	1.2e-220
1	At1g68820	25869515	25872463	1	At1g73950	27808137	27803787	3.2e-179
1	At1g68795	25845098	25844742	1	At1g73965	27819483	27819806	1.1e-16
1	At1g26190	9060420	9057272	1	At1g73980	27827188	27823953	2.2e-210
1	At1g55810	20864939	20867669	1	At1g73980	27827188	27823953	4.2e-16
1	At1g08470	2683980	2682265	1	At1g74020	27840938	27838950	2.6e-47
1	At1g74010	27837678	27836093	1	At1g74020	27840938	27838950	3.1e-140
1	At1g18500	6369340	6372854	1	At1g74040	27845919	27849227	3.4e-278
1	At1g18510	6373288	6374083	1	At1g74045	27849772	27850501	5.1e-85
1	At1g18540	6378541	6377441	1	At1g74050	27852341	27850917	5.4e-97
1	At1g74050	27852341	27850917	1	At1g74060	27854960	27853694	6.1e-105
1	At1g18570	6389758	6391019	1	At1g74080	27859633	27861093	5.8e-86
1	At1g18590	6398626	6399666	1	At1g74090	27866664	27867716	8.2e-149
1	At1g74090	27866664	27867716	1	At1g74100	27869166	27868150	1.1e-146
1	At1g13710	4704589	4702929	1	At1g74110	27872029	27870328	2.1e-157
1	At1g62010	22919551	22920798	1	At1g74120	27876921	27875584	5.2e-14
1	At1g62150	22975254	22973863	1	At1g74120	27876921	27875584	9.8e-12
1	At1g18600	6400639	6402579	1	At1g74130	27877348	27879558	1.8e-66
1	At1g74130	27877348	27879558	1	At1g74140	27880589	27883245	7.5e-84
1	At1g18610	6405771	6408823	1	At1g74150	27884189	27887157	2.8e-178
1	At1g18620	6410711	6414261	1	At1g74160	27890825	27894812	6.1e-231
1	At1g07390	2269891	2274664	1	At1g74170	27899306	27895216	6.9e-113
1	At1g54480	20351047	20352699	1	At1g74180	27904569	27900858	1.6e-154
1	At1g58190	21544385	21551661	1	At1g74180	27904569	27900858	1.6e-207
1	At1g74170	27899306	27895216	1	At1g74190	27909819	27906251	5.9e-297
1	At1g74190	27909819	27906251	1	At1g74200	27912308	27911400	4.4e-79
1	At1g66970	24999668	24996409	1	At1g74210	27914057	27916446	9.9e-18
1	At1g18630	6415218	6416275	1	At1g74230	27919007	27920518	1.5e-21
1	At1g34065	12400861	12398696	1	At1g74240	27921098	27923648	4.6e-35
1	At1g56300	21083833	21082687	1	At1g74250	27923989	27926075	3.0e-11
1	At1g07070	2168651	2169702	1	At1g74270	27933127	27932076	4.2e-58
1	At1g41880	15654868	15654026	1	At1g74270	27933127	27932076	2.3e-57
1	At1g74280	27933419	27934787	1	At1g74290	27935497	27937929	1.9e-179
1	At1g74290	27935497	27937929	1	At1g74300	27939029	27940135	1.1e-151
1	At1g34100	12415522	12417150	1	At1g74320	27944853	27946564	2.9e-89
1	At1g71697	26975199	26976839	1	At1g74320	27944853	27946564	9.2e-118
1	At1g18670	6430688	6427953	1	At1g74330	27950770	27948996	4.5e-196
1	At1g53050	19776242	19779199	1	At1g74330	27950770	27948996	6.1e-137
1	At1g54610	20400569	20397629	1	At1g74330	27950770	27948996	9.9e-137
1	At1g55610	20787040	20783540	1	At1g74360	27957960	27961572	5.6e-126
1	At1g69330	26068613	26067801	1	At1g74370	27962646	27961861	4.1e-51
1	At1g18690	6433988	6436686	1	At1g74380	27963509	27964882	1.4e-211
1	At1g08070	2516596	2514371	1	At1g74400	27967614	27969002	7.2e-70
1	At1g49220	18209614	18210369	1	At1g74410	27969384	27971342	2.5e-16
1	At1g14110	4827958	4831912	1	At1g74420	27973460	27971682	4.4e-96
1	At1g18710	6450773	6452978	1	At1g74430	27979070	27980779	3.5e-70
1	At1g18720	6459650	6458012	1	At1g74440	27984032	27982869	8.5e-83
1	At1g18740	6464116	6465264	1	At1g74450	27986398	27987591	1.4e-130
1	At1g43630	16440036	16438885	1	At1g74450	27986398	27987591	2.1e-120
1	At1g63930	23731590	23732837	1	At1g74450	27986398	27987591	3.5e-54
1	At1g18790	6480034	6478842	1	At1g74480	27997839	27996693	1.2e-53
1	At1g14370	4915854	4917954	1	At1g74490	28000157	27998421	1.5e-110
1	At1g26970	9359813	9361653	1	At1g74490	28000157	27998421	4.6e-107
1	At1g69790	26270501	26272481	1	At1g74490	28000157	27998421	1.4e-107
1	At1g26945	9351558	9352461	1	At1g74500	28002329	28001959	1.3e-24
1	At1g14330	4891695	4890370	1	At1g74510	28009726	28011081	4.3e-111
1	At1g26930	9337463	9336198	1	At1g74510	28009726	28011081	2.9e-114
1	At1g69700	26224000	26225326	1	At1g74520	28012817	28011770	4.7e-50
1	At1g74540	28017023	28018516	1	At1g74550	28019747	28021210	6.3e-174
1	At1g18800	6483454	6481457	1	At1g74560	28023561	28021476	8.5e-99
1	At1g12770	4351886	4355838	1	At1g74580	28024438	28026729	1.3e-79
1	At1g31840	11423987	11426059	1	At1g74580	28024438	28026729	2.1e-63
1	At1g52620	19607496	19609955	1	At1g74580	28024438	28026729	1.4e-68
1	At1g23450	8324687	8326686	1	At1g74600	28031501	28028814	4.2e-81
1	At1g43980	16691942	16688272	1	At1g74600	28031501	28028814	8.8e-72
1	At1g18770	6474039	6473361	1	At1g74620	28031913	28032662	4.6e-13
1	At1g21960	7725961	7726575	1	At1g74620	28031913	28032662	4.6e-13
1	At1g04840	1364961	1362866	1	At1g74630	28034182	28036113	7.4e-116
1	At1g11290	3793883	3791454	1	At1g74630	28034182	28036113	3.8e-116
1	At1g59720	21945449	21943533	1	At1g74630	28034182	28036113	1.2e-121
1	At1g08810	2820332	2819282	1	At1g74650	28045154	28046434	2.5e-60
1	At1g34270	12494492	12492549	1	At1g74680	28063189	28064645	1.2e-44
1	At1g67410	25257231	25255269	1	At1g74680	28063189	28064645	2.0e-83
1	At1g14380	4920756	4918274	1	At1g74690	28067585	28065159	4.3e-46
1	At1g18840	6503426	6501059	1	At1g74690	28067585	28065159	4.1e-163
1	At1g19870	6898530	6895391	1	At1g74690	28067585	28065159	1.2e-21
1	At1g18870	6515737	6519167	1	At1g74710	28074052	28077623	1.6e-214
1	At1g35513	13077151	13077401	1	At1g74710	28074052	28077623	2.8e-11
1	At1g68890	25900651	25906163	1	At1g74710	28074052	28077623	1.6e-15
1	At1g18890	6525727	6523459	1	At1g74740	28086137	28083860	1.7e-251
1	At1g18900	6529769	6532351	1	At1g74750	28090461	28093028	0.
1	At1g18910	6533741	6532697	1	At1g74760	28094608	28093356	1.4e-105
1	At1g18920	6537984	6534199	1	At1g74770	28098495	28094772	0.
1	At1g18940	6543843	6545583	1	At1g74780	28099577	28101573	1.6e-198
1	At1g26810	9289314	9286849	1	At1g74800	28108654	28105882	6.0e-82
1	At1g27120	9421376	9423897	1	At1g74800	28108654	28105882	3.5e-205
1	At1g15460	5313371	5310191	1	At1g74810	28112135	28115195	1.7e-313
1	At1g09560	3093898	3094641	1	At1g74820	28116226	28115543	1.9e-37
1	At1g18980	6558017	6557355	1	At1g74820	28116226	28115543	1.1e-64
1	At1g04890	1382803	1381108	1	At1g74830	28118854	28117130	7.1e-13
1	At1g08800	2817081	2813581	1	At1g74830	28118854	28117130	1.7e-48
1	At1g18990	6560423	6558769	1	At1g74830	28118854	28117130	4.3e-88
1	At1g70750	26685812	26684390	1	At1g74830	28118854	28117130	3.7e-22
1	At1g19000	6562675	6561326	1	At1g74840	28120978	28119862	2.8e-61
1	At1g70000	26368298	26367337	1	At1g74840	28120978	28119862	4.3e-33
1	At1g10910	3639908	3643974	1	At1g74850	28125975	28122898	1.6e-37
1	At1g19010	6565607	6567345	1	At1g74860	28127093	28129261	8.9e-51
1	At1g19050	6579069	6577910	1	At1g74890	28136371	28135251	6.6e-60
1	At1g59940	22070560	22069559	1	At1g74890	28136371	28135251	5.4e-42
1	At1g02420	493683	495158	1	At1g74900	28137594	28139042	7.2e-47
1	At1g20300	7029691	7031304	1	At1g74900	28137594	28139042	5.3e-51
1	At1g62680	23213540	23211912	1	At1g74900	28137594	28139042	3.7e-50
1	At1g23800	8414793	8412227	1	At1g74920	28146234	28142836	5.3e-90
1	At1g44170	16802471	16799004	1	At1g74920	28146234	28142836	5.3e-43
1	At1g54100	20202521	20199103	1	At1g74920	28146234	28142836	1.8e-48
1	At1g01250	105309	104731	1	At1g74930	28147900	28148487	9.3e-22
1	At1g19210	6627521	6626964	1	At1g74930	28147900	28148487	8.0e-48
1	At1g22810	8074958	8074524	1	At1g74930	28147900	28148487	4.6e-20
1	At1g71520	26942274	26942705	1	At1g74930	28147900	28148487	5.9e-20
1	At1g19200	6625847	6625095	1	At1g74940	28149945	28150726	6.3e-39
1	At1g22160	7823227	7823763	1	At1g74940	28149945	28150726	4.4e-15
1	At1g17380	5957063	5955647	1	At1g74950	28153919	28152580	1.9e-26
1	At1g19180	6622303	6623262	1	At1g74950	28153919	28152580	1.9e-69
1	At1g72450	27279798	27277998	1	At1g74950	28153919	28152580	4.2e-26
1	At1g19310	6677095	6676415	1	At1g74990	28163911	28163498	9.3e-38
1	At1g10900	3636416	3632396	1	At1g75010	28173602	28168655	1.7e-13
1	At1g21980	7735042	7738298	1	At1g75010	28173602	28168655	9.6e-13
1	At1g60890	22420003	22416117	1	At1g75010	28173602	28168655	5.5e-16
1	At1g51260	19009180	19007128	1	At1g75020	28175440	28177018	8.0e-32
1	At1g18250	6277998	6277017	1	At1g75030	28178079	28178916	5.9e-68
1	At1g19320	6679318	6680169	1	At1g75030	28178079	28178916	3.5e-77
1	At1g73620	27685093	27686615	1	At1g75030	28178079	28178916	1.7e-70
1	At1g75030	28178079	28178916	1	At1g75050	28183777	28184723	6.5e-101
1	At1g19330	6683281	6680815	1	At1g75060	28186946	28185142	6.8e-90
1	At1g19350	6688671	6690156	1	At1g75080	28189370	28190724	4.1e-122
1	At1g13635	4674245	4675781	1	At1g75090	28193273	28191308	1.1e-55
1	At1g15970	5488488	5486538	1	At1g75090	28193273	28191308	1.5e-64
1	At1g30280	10664554	10662835	1	At1g75100	28197430	28194769	7.9e-25
1	At1g19360	6692202	6690663	1	At1g75110	28199546	28198009	1.1e-190
1	At1g75110	28199546	28198009	1	At1g75120	28202317	28200683	3.2e-163
1	At1g67110	25069018	25065499	1	At1g75130	28205572	28203734	1.3e-81
1	At1g19370	6694712	6692895	1	At1g75140	28207680	28205827	9.9e-208
1	At1g49840	18455911	18457825	1	At1g75160	28213195	28215285	6.5e-69
1	At1g01630	229206	230675	1	At1g75170	28218066	28219347	1.3e-22
1	At1g14820	5106788	5105232	1	At1g75170	28218066	28219347	1.3e-13
1	At1g22180	7829734	7828423	1	At1g75170	28218066	28219347	3.9e-71
1	At1g01500	185260	186573	1	At1g75180	28221572	28219811	1.6e-51
1	At1g19400	6713667	6712213	1	At1g75180	28221572	28219811	2.1e-102
1	At1g19450	6734624	6731662	1	At1g75220	28236267	28233073	3.0e-215
1	At1g54730	20428138	20433645	1	At1g75220	28236267	28233073	4.2e-97
1	At1g19480	6744511	6746135	1	At1g75230	28238105	28239289	1.1e-128
1	At1g14440	4940009	4939071	1	At1g75240	28245237	28246166	1.1e-42
1	At1g14687	5048041	5048547	1	At1g75240	28245237	28246166	4.4e-23
1	At1g74660	28051711	28051403	1	At1g75240	28245237	28246166	7.5e-20
1	At1g19510	6757281	6756474	1	At1g75250	28249114	28248734	2.4e-32
1	At1g19570	6774404	6773453	1	At1g75270	28254898	28253916	3.4e-88
1	At1g19540	6765704	6767238	1	At1g75280	28255691	28257016	1.6e-104
1	At1g32100	11547933	11546452	1	At1g75280	28255691	28257016	5.8e-61
1	At1g75280	28255691	28257016	1	At1g75290	28257551	28258834	2.1e-136
1	At1g75290	28257551	28258834	1	At1g75300	28259213	28260588	3.5e-118
1	At1g21660	7605913	7608824	1	At1g75310	28264665	28269785	5.1e-42
1	At1g75100	28197430	28194769	1	At1g75310	28264665	28269785	1.6e-29
1	At1g19650	6799528	6796422	1	At1g75370	28283459	28280318	2.5e-218
1	At1g19660	6802231	6800352	1	At1g75380	28287292	28285450	6.3e-142
1	At1g13600	4651374	4650784	1	At1g75390	28295885	28296406	5.6e-15
1	At1g19680	6805900	6807673	1	At1g75400	28301270	28303125	2.2e-125
1	At1g19700	6811845	6809949	1	At1g75410	28305551	28303756	5.4e-129
1	At1g19710	6814911	6816707	1	At1g75420	28309130	28310978	5.5e-191
1	At1g52420	19532336	19534704	1	At1g75420	28309130	28310978	1.1e-39
1	At1g75410	28305551	28303756	1	At1g75430	28313178	28311782	3.6e-52
1	At1g45050	17033777	17035407	1	At1g75440	28317284	28318621	9.1e-79
1	At1g18660	6421425	6425481	1	At1g75460	28331647	28332483	7.3e-15
1	At1g19740	6824387	6825223	1	At1g75460	28331647	28332483	1.1e-98
1	At1g09860	3205289	3204138	1	At1g75470	28333733	28334961	6.1e-31
1	At1g19770	6832417	6833693	1	At1g75470	28333733	28334961	1.6e-65
1	At1g57980	21444397	21443109	1	At1g75470	28333733	28334961	1.5e-33
1	At1g09380	3029324	3026353	1	At1g75500	28343752	28341943	4.5e-54
1	At1g19790	6839822	6838391	1	At1g75520	28356840	28355440	9.2e-102
1	At1g60700	22358037	22355701	1	At1g75530	28362970	28365476	4.1e-23
1	At1g06040	1829658	1828661	1	At1g75540	28369720	28371059	4.0e-37
1	At1g19830	6852221	6852574	1	At1g75580	28381191	28381517	1.3e-31
1	At1g19840	6873246	6872785	1	At1g75590	28387375	28386911	3.0e-57
1	At1g13370	4588519	4587923	1	At1g75600	28394414	28395122	7.9e-64
1	At1g14430	4934354	4937016	1	At1g75620	28400255	28398612	5.6e-134
1	At1g19900	6908675	6907029	1	At1g75620	28400255	28398612	5.2e-218
1	At1g67290	25196823	25194831	1	At1g75620	28400255	28398612	3.0e-119
1	At1g19910	6913308	6914313	1	At1g75630	28404323	28405693	3.4e-56
1	At1g73080	27488174	27491682	1	At1g75640	28410683	28407261	1.9e-127
1	At1g54490	20353967	20360317	1	At1g75660	28411950	28418486	3.2e-247
1	At1g19940	6920259	6918314	1	At1g75680	28422892	28420876	9.8e-185
1	At1g48930	18108255	18105450	1	At1g75680	28422892	28420876	7.2e-102
1	At1g64390	23914992	23918305	1	At1g75680	28422892	28420876	9.2e-102
1	At1g65610	24398924	24395486	1	At1g75680	28422892	28420876	9.4e-77
1	At1g19950	6925034	6926518	1	At1g75700	28427737	28428592	1.9e-62
1	At1g11490	3870065	3868884	1	At1g75710	28432467	28434789	5.0e-35
1	At1g22690	8027317	8027950	1	At1g75750	28445945	28445474	3.2e-21
1	At1g19970	6932588	6931185	1	At1g75760	28452082	28450601	1.6e-127
1	At1g29330	10260892	10258566	1	At1g75760	28452082	28450601	6.2e-25
1	At1g20010	6940472	6938024	1	At1g75780	28457263	28455039	2.3e-224
1	At1g41830	15610243	15606333	1	At1g75790	28461049	28458641	9.6e-123
1	At1g20030	6945716	6947008	1	At1g75800	28462550	28464108	5.3e-122
1	At1g08590	2718862	2721951	1	At1g75820	28470313	28467292	4.0e-179
1	At1g19610	6782015	6781665	1	At1g75830	28476066	28476415	1.5e-16
1	At1g55010	20520745	20521070	1	At1g75830	28476066	28476415	9.5e-13
1	At1g20090	6967214	6968594	1	At1g75840	28479625	28481038	5.7e-93
1	At1g20100	6970690	6969305	1	At1g75860	28489039	28487916	2.6e-49
1	At1g75880	28494225	28495959	1	At1g75890	28496712	28498708	1.3e-134
1	At1g20120	6975495	6977114	1	At1g75900	28502840	28504604	6.2e-96
1	At1g75890	28496712	28498708	1	At1g75900	28502840	28504604	1.2e-97
1	At1g73610	27682038	27683468	1	At1g75910	28505172	28506757	1.1e-82
1	At1g20130	6978101	6985306	1	At1g75920	28509252	28510684	1.9e-61
1	At1g75910	28505172	28506757	1	At1g75920	28509252	28510684	1.2e-131
1	At1g23500	8339657	8341061	1	At1g75930	28511770	28513369	1.6e-81
1	At1g75920	28509252	28510684	1	At1g75930	28511770	28513369	3.8e-112
1	At1g52400	19518919	19521599	1	At1g75940	28514859	28517705	1.6e-207
1	At1g66280	24713400	24710422	1	At1g75940	28514859	28517705	6.2e-183
1	At1g20140	6986421	6987070	1	At1g75950	28520376	28521115	2.0e-58
1	At1g21540	7550510	7548747	1	At1g75960	28521848	28523482	3.4e-175
1	At1g20200	7004145	7001400	1	At1g75990	28530379	28528284	4.5e-219
1	At1g20220	7007276	7005081	1	At1g76010	28534149	28532166	8.9e-69
1	At1g20225	7009309	7007957	1	At1g76020	28537203	28535904	4.7e-82
1	At1g20260	7016962	7020280	1	At1g76030	28537795	28540577	1.6e-241
1	At1g02970	673408	676127	1	At1g76040	28542718	28545342	2.1e-22
1	At1g12680	4322267	4320121	1	At1g76040	28542718	28545342	2.0e-65
1	At1g50700	18785882	18788053	1	At1g76040	28542718	28545342	1.0e-175
1	At1g56345	21098119	21097074	1	At1g76050	28545752	28547720	1.7e-11
1	At1g20310	7032298	7033020	1	At1g76070	28551511	28552329	4.3e-53
1	At1g19730	6824011	6823154	1	At1g76080	28554242	28552957	4.6e-11
1	At1g20330	7040043	7038958	1	At1g76090	28556565	28555486	1.5e-172
1	At1g64970	24139656	24138000	1	At1g76090	28556565	28555486	6.1e-12
1	At1g20340	7043263	7042760	1	At1g76100	28559626	28559111	3.5e-61
1	At1g04880	1378263	1376105	1	At1g76110	28562359	28560181	3.1e-37
1	At1g55650	20800006	20802147	1	At1g76110	28562359	28560181	1.8e-44
1	At1g20370	7053578	7051836	1	At1g76120	28565188	28563707	1.3e-81
1	At1g69830	26296666	26292181	1	At1g76130	28566541	28568808	4.2e-113
1	At1g20380	7061655	7065037	1	At1g76140	28576273	28579746	0.
1	At1g50380	18666148	18669853	1	At1g76140	28576273	28579746	1.5e-52
1	At1g69020	25950860	25947612	1	At1g76140	28576273	28579746	4.1e-27
1	At1g21850	7670519	7667792	1	At1g76160	28585914	28583105	9.0e-230
1	At1g41830	15610243	15606333	1	At1g76160	28585914	28583105	2.0e-248
1	At1g55570	20761548	20763437	1	At1g76160	28585914	28583105	4.0e-156
1	At1g75790	28461049	28458641	1	At1g76160	28585914	28583105	1.6e-122
1	At1g20450	7089097	7088225	1	At1g76180	28592551	28591907	6.6e-39
1	At1g20460	7091495	7092983	1	At1g76185	28595391	28596051	8.5e-28
1	At1g20470	7094315	7094755	1	At1g76190	28597119	28597490	1.4e-34
1	At1g29510	10322669	10323100	1	At1g76190	28597119	28597490	3.2e-16
1	At1g20520	7107607	7106912	1	At1g76210	28600776	28600096	2.5e-69
1	At1g20100	6970690	6969305	1	At1g76230	28605274	28604885	7.5e-12
1	At1g75860	28489039	28487916	1	At1g76230	28605274	28604885	2.3e-17
1	At1g20540	7112642	7115181	1	At1g76260	28615257	28617892	3.0e-167
1	At1g20550	7117926	7115475	1	At1g76270	28621431	28618448	2.3e-211
1	At1g09900	3218135	3219931	1	At1g76280	28627475	28622842	1.4e-17
1	At1g12300	4186074	4184161	1	At1g76280	28627475	28622842	3.8e-15
1	At1g63130	23416519	23418411	1	At1g76280	28627475	28622842	1.3e-16
1	At1g20560	7121720	7119917	1	At1g76290	28630302	28628337	3.1e-156
1	At1g20580	7128969	7130361	1	At1g76300	28630851	28631974	1.1e-43
1	At1g20610	7137263	7135063	1	At1g76310	28635093	28632940	1.9e-165
1	At1g10240	3359273	3356837	1	At1g76320	28636298	28638780	2.8e-61
1	At1g20640	7155191	7157976	1	At1g76350	28645037	28647711	1.0e-301
1	At1g64530	23963483	23966559	1	At1g76350	28645037	28647711	2.3e-120
1	At1g20650	7162548	7158412	1	At1g76370	28655133	28653554	3.3e-145
1	At1g20670	7167923	7164527	1	At1g76380	28659430	28656310	4.9e-167
1	At1g20780	7217801	7220598	1	At1g76390	28660808	28663425	1.8e-302
1	At1g68940	25929037	25925664	1	At1g76390	28660808	28663425	1.1e-121
1	At1g71020	26796767	26794487	1	At1g76390	28660808	28663425	4.7e-19
1	At1g20816	7233803	7234930	1	At1g76405	28666888	28668567	8.7e-74
1	At1g20823	7238869	7239462	1	At1g76410	28673809	28674366	7.6e-59
1	At1g20860	7258666	7253996	1	At1g76430	28686768	28684009	1.6e-216
1	At1g20870	7260764	7259276	1	At1g76440	28687893	28687265	8.2e-30
1	At1g54850	20458107	20459661	1	At1g76440	28687893	28687265	3.9e-23
1	At1g20880	7264823	7262868	1	At1g76460	28693400	28691826	2.7e-118
1	At1g22330	7886682	7887571	1	At1g76460	28693400	28691826	1.9e-37
1	At1g22910	8105797	8107938	1	At1g76460	28693400	28691826	1.0e-42
1	At1g33470	12144612	12146020	1	At1g76460	28693400	28691826	9.0e-40
1	At1g15950	5478849	5481909	1	At1g76470	28696299	28694849	2.0e-58
1	At1g20890	7267049	7266077	1	At1g76480	28697965	28697087	2.3e-57
1	At1g20900	7273013	7273948	1	At1g76500	28710426	28711334	4.8e-70
1	At1g20910	7280624	7277198	1	At1g76510	28717392	28713821	9.5e-139
1	At1g20925	7290601	7292496	1	At1g76520	28720278	28722183	3.3e-152
1	At1g71090	26816213	26817586	1	At1g76520	28720278	28722183	7.9e-56
1	At1g76520	28720278	28722183	1	At1g76530	28723301	28725168	5.1e-168
1	At1g20930	7294653	7292741	1	At1g76540	28727245	28725448	2.7e-150
1	At1g12000	4053725	4050157	1	At1g76550	28731823	28727794	5.1e-101
1	At1g20950	7301325	7297456	1	At1g76550	28731823	28727794	1.1e-290
1	At1g29910	10473230	10472427	1	At1g76570	28734026	28735648	2.6e-49
1	At1g20980	7325031	7328922	1	At1g76580	28740222	28742349	1.7e-164
1	At1g21000	7337908	7339077	1	At1g76590	28745769	28746788	4.5e-109
1	At1g32700	11827568	11829424	1	At1g76590	28745769	28746788	1.5e-58
1	At1g43000	16143256	16144095	1	At1g76590	28745769	28746788	7.8e-57
1	At1g21010	7346228	7346860	1	At1g76600	28751869	28752519	6.0e-59
1	At1g21050	7366848	7367585	1	At1g76610	28755943	28756623	6.2e-64
1	At1g21060	7371788	7374074	1	At1g76620	28761681	28764025	3.7e-130
1	At1g43020	16157857	16159384	1	At1g76620	28761681	28764025	2.1e-23
1	At1g76640	28770697	28770218	1	At1g76650	28772336	28771803	9.0e-56
1	At1g63720	23641011	23639785	1	At1g76660	28775930	28774051	2.9e-27
1	At1g06890	2114037	2111727	1	At1g76670	28779463	28777784	1.3e-47
1	At1g21070	7377799	7376137	1	At1g76670	28779463	28777784	8.5e-147
1	At1g34020	12367339	12368945	1	At1g76670	28779463	28777784	3.5e-61
1	At1g09400	3034995	3033678	1	At1g76690	28783870	28785249	1.9e-133
1	At1g17990	6193748	6192448	1	At1g76690	28783870	28785249	7.0e-104
1	At1g76680	28781876	28783165	1	At1g76690	28783870	28785249	5.4e-186
1	At1g21080	7382264	7378811	1	At1g76700	28787916	28785513	3.8e-176
1	At1g02580	544796	548994	1	At1g76710	28797265	28794781	4.0e-18
1	At1g03680	917864	916989	1	At1g76760	28817842	28816767	3.9e-16
1	At1g43560	16402268	16400799	1	At1g76760	28817842	28816767	3.2e-51
1	At1g50320	18643132	18642274	1	At1g76760	28817842	28816767	5.3e-19
1	At1g56660	21242474	21244042	1	At1g76780	28821535	28827150	2.0e-18
1	At1g76770	28818463	28819272	1	At1g76780	28821535	28827150	1.4e-25
1	At1g21100	7388307	7386980	1	At1g76790	28828524	28827249	7.4e-132
1	At1g21140	7404453	7405055	1	At1g76800	28834239	28834829	5.7e-70
1	At1g17220	5885376	5890158	1	At1g76810	28841204	28836260	4.4e-18
1	At1g21160	7412444	7408110	1	At1g76810	28841204	28836260	1.1e-293
1	At1g76720	28803704	28799038	1	At1g76810	28841204	28836260	0.
1	At1g76810	28841204	28836260	1	At1g76825	28844361	28847237	1.0e-292
1	At1g70380	26531008	26529875	1	At1g76830	28849538	28850659	6.5e-53
1	At1g70960	26759915	26761024	1	At1g76830	28849538	28850659	4.3e-56
1	At1g76740	28810129	28815371	1	At1g76840	28852182	28851460	5.0e-24
1	At1g21170	7413039	7419400	1	At1g76850	28852907	28859176	0.
1	At1g21190	7420845	7419978	1	At1g76860	28860531	28859488	6.3e-32
1	At1g21200	7421472	7422803	1	At1g76870	28862144	28863301	1.2e-112
1	At1g33240	12054300	12051839	1	At1g76880	28870488	28872825	7.0e-94
1	At1g76880	28870488	28872825	1	At1g76890	28880097	28878105	4.0e-110
1	At1g16070	5513773	5511893	1	At1g76900	28887635	28889271	5.7e-11
1	At1g25280	8864948	8866595	1	At1g76900	28887635	28889271	2.9e-153
1	At1g43640	16443693	16442059	1	At1g76900	28887635	28889271	6.4e-142
1	At1g47270	17329268	17331004	1	At1g76900	28887635	28889271	1.3e-100
1	At1g53320	19897097	19894905	1	At1g76900	28887635	28889271	5.7e-90
1	At1g61940	22902240	22901064	1	At1g76900	28887635	28889271	2.2e-38
1	At1g21312	7463926	7462822	1	At1g76940	28908979	28907601	7.5e-52
1	At1g65920	24532867	24528930	1	At1g76950	28911846	28916219	8.4e-173
1	At1g69710	26226172	26230193	1	At1g76950	28911846	28916219	8.6e-212
1	At1g21380	7488021	7485795	1	At1g76970	28929748	28927735	6.7e-138
1	At1g21390	7490543	7489374	1	At1g76980	28932136	28931360	3.8e-52
1	At1g12420	4228915	4226671	1	At1g76990	28938281	28940073	6.9e-97
1	At1g69040	25961506	25963742	1	At1g76990	28938281	28940073	1.5e-117
1	At1g21410	7497468	7499375	1	At1g77000	28945782	28947295	2.3e-167
1	At1g25360	8894415	8896787	1	At1g77010	28947604	28949691	7.8e-89
1	At1g21080	7382264	7378811	1	At1g77020	28951761	28949950	5.4e-97
1	At1g76700	28787916	28785513	1	At1g77020	28951761	28949950	8.8e-97
1	At1g20920	7285331	7288831	1	At1g77050	28956420	28954789	3.2e-52
1	At1g59990	22096550	22094034	1	At1g77050	28956420	28954789	9.9e-28
1	At1g21440	7504092	7502314	1	At1g77060	28958343	28956698	1.5e-147
1	At1g23080	8183395	8180757	1	At1g77110	28975749	28979302	1.1e-124
1	At1g70940	26746832	26749533	1	At1g77110	28975749	28979302	7.5e-124
1	At1g73590	27663433	27666537	1	At1g77110	28975749	28979302	5.8e-131
1	At1g32780	11872575	11869957	1	At1g77120	28980403	28982110	1.6e-104
